SeasonStart,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,HomeEloPre,AwayEloPre,HomeEloPost,AwayEloPost,ExpectedHomeWinProb,ExpectedAwayWinProb
1993,1993-94,1993-08-17,Wimbledon,Chelsea,1.0,1.0,1511.7099735734362,1488.2900264265638,1509.3540535333104,1490.6459464666896,0.617796002006283,0.38220399799371696
1993,1993-94,1993-08-18,Blackburn,Norwich,2.0,3.0,1511.7099735734362,1488.2900264265638,1499.3540535333104,1500.6459464666896,0.617796002006283,0.38220399799371696
1993,1993-94,1993-08-18,Coventry,Newcastle,2.0,1.0,1511.7099735734362,1488.2900264265638,1519.3540535333104,1480.6459464666896,0.617796002006283,0.38220399799371696
1993,1993-94,1993-08-18,Man United,Sheffield United,3.0,0.0,1511.7099735734362,1508.2900264265638,1519.904607872375,1500.095392127625,0.5902682850530583,0.4097317149469417
1993,1993-94,1993-08-18,QPR,Liverpool,1.0,3.0,1491.7099735734362,1508.2900264265638,1480.4667127899224,1519.5332872100776,0.562163039175688,0.437836960824312
1993,1993-94,1993-08-18,Sheffield Weds,Aston Villa,0.0,0.0,1491.7099735734362,1508.2900264265638,1490.4667127899224,1509.5332872100776,0.562163039175688,0.437836960824312
1993,1993-94,1993-08-18,Swindon,Oldham,0.0,1.0,1491.7099735734362,1488.2900264265638,1479.904607872375,1500.095392127625,0.5902682850530583,0.4097317149469417
1993,1993-94,1993-08-21,Leeds,Norwich,0.0,4.0,1509.6276813344298,1500.6459464666896,1497.667911535562,1512.6057162655572,0.5979884899433842,0.40201151005661584
1993,1993-94,1993-08-21,Blackburn,Oldham,1.0,0.0,1499.3540535333104,1500.095392127625,1507.6648010199629,1491.7846446409726,0.584462625667377,0.41553737433262306
1993,1993-94,1993-08-21,Coventry,West Ham,1.0,1.0,1519.3540535333104,1480.3723186655702,1516.5797837948996,1483.146588403981,0.6387134869205439,0.36128651307945614
1993,1993-94,1993-08-21,Ipswich,Chelsea,1.0,0.0,1519.3540535333104,1490.6459464666896,1526.8549006369794,1483.1450993630206,0.6249576448165555,0.37504235518344453
1993,1993-94,1993-08-21,Everton,Sheffield United,4.0,2.0,1519.6276813344298,1500.095392127625,1527.3777213733013,1492.3453520887535,0.6124979980564301,0.3875020019435699
1993,1993-94,1993-08-21,Sheffield Weds,Arsenal,0.0,1.0,1490.4667127899224,1500.6459464666896,1479.0425041911585,1512.0701550654535,0.5712104299382015,0.4287895700617985
1993,1993-94,1993-08-21,QPR,Southampton,2.0,1.0,1480.4667127899224,1480.6459464666896,1488.761747575114,1472.350911681498,0.5852482607404174,0.41475173925958264
1993,1993-94,1993-08-21,Tottenham,Man City,1.0,0.0,1499.3540535333104,1490.3723186655702,1507.3942837344428,1482.332088464438,0.5979884899433842,0.40201151005661584
1993,1993-94,1993-08-21,Wimbledon,Aston Villa,2.0,2.0,1509.3540535333104,1509.5332872100776,1507.649088318502,1511.238252424886,0.5852482607404174,0.41475173925958264
1993,1993-94,1993-08-21,Man United,Newcastle,1.0,1.0,1519.904607872375,1480.6459464666896,1517.1229826375068,1483.4275717015578,0.6390812617434067,0.36091873825659326
1993,1993-94,1993-08-22,Swindon,Liverpool,0.0,5.0,1479.904607872375,1519.5332872100776,1469.318945122217,1530.1189499602356,0.5292831375078972,0.47071686249210276
1993,1993-94,1993-08-23,Aston Villa,Man United,1.0,2.0,1511.238252424886,1517.1229826375068,1499.6931642154166,1528.6680708469762,0.5772544104734726,0.4227455895265274
1993,1993-94,1993-08-24,Arsenal,Leeds,2.0,1.0,1512.0701550654535,1497.667911535562,1519.9608319398274,1489.7772346611882,0.6054661562813104,0.3945338437186896
1993,1993-94,1993-08-24,Man City,Blackburn,0.0,2.0,1482.332088464438,1507.6648010199629,1471.3375820175927,1518.659307466808,0.5497253223422597,0.4502746776577403
1993,1993-94,1993-08-24,Oldham,Coventry,3.0,3.0,1491.7846446409726,1516.5797837948996,1490.7748209877811,1517.589607448091,0.5504911826595739,0.44950881734042614
1993,1993-94,1993-08-24,Sheffield United,Wimbledon,2.0,1.0,1492.3453520887535,1507.649088318502,1501.0659404504183,1498.9284999568372,0.5639705819167549,0.43602941808324513
1993,1993-94,1993-08-25,Newcastle,Everton,1.0,0.0,1483.4275717015578,1527.3777213733013,1492.9659481958709,1517.8393448789882,0.5230811752843434,0.4769188247156566
1993,1993-94,1993-08-25,Liverpool,Tottenham,1.0,2.0,1530.1189499602356,1507.3942837344428,1517.7819398773127,1519.7312938173657,0.6168505041461437,0.38314949585385627
1993,1993-94,1993-08-25,Chelsea,QPR,2.0,0.0,1483.1450993630206,1488.761747575114,1491.5924802370137,1480.314366701121,0.5776309563003413,0.42236904369965866
1993,1993-94,1993-08-25,West Ham,Sheffield Weds,2.0,0.0,1483.146588403981,1479.0425041911585,1491.3221802486544,1470.8669123464852,0.5912204077663298,0.4087795922336702
1993,1993-94,1993-08-25,Southampton,Swindon,5.0,1.0,1472.350911681498,1469.318945122217,1480.5563511628834,1461.1135056408316,0.5897280259307296,0.4102719740692704
1993,1993-94,1993-08-25,Norwich,Ipswich,1.0,0.0,1512.6057162655572,1526.8549006369794,1521.2964607032316,1518.1641561993051,0.56546277811628,0.43453722188372
1993,1993-94,1993-08-27,Man City,Coventry,1.0,1.0,1471.3375820175927,1517.589607448091,1470.942089896749,1517.9850995689349,0.5197746060421861,0.48022539395781394
1993,1993-94,1993-08-28,Aston Villa,Tottenham,1.0,0.0,1499.6931642154166,1519.7312938173657,1508.5480145930069,1510.8764434397754,0.5572574811204898,0.4427425188795102
1993,1993-94,1993-08-28,Chelsea,Sheffield Weds,1.0,1.0,1491.5924802370137,1470.8669123464852,1489.309938930076,1473.1494536534228,0.6141270653468872,0.3858729346531128
1993,1993-94,1993-08-28,Norwich,Swindon,0.0,0.0,1521.2964607032316,1461.1135056408316,1517.9689885621956,1464.4409777818676,0.6663736070518,0.33362639294819996
1993,1993-94,1993-08-28,Liverpool,Leeds,2.0,0.0,1517.7819398773127,1489.7772346611882,1525.3017776079187,1482.2573969305822,0.6240081134696974,0.3759918865303026
1993,1993-94,1993-08-28,Sheffield United,Ipswich,1.0,1.0,1501.0659404504183,1518.1641561993051,1499.8373657819166,1519.392730867807,0.5614287334250833,0.43857126657491674
1993,1993-94,1993-08-28,Oldham,Wimbledon,1.0,1.0,1490.7748209877811,1498.9284999568372,1489.293542813276,1500.4097781313424,0.5740639087252608,0.4259360912747392
1993,1993-94,1993-08-28,West Ham,QPR,0.0,4.0,1491.3221802486544,1480.314366701121,1479.3063995760972,1492.330147373678,0.6007890336278623,0.3992109663721377
1993,1993-94,1993-08-28,Arsenal,Everton,2.0,0.0,1519.9608319398274,1517.8393448789882,1528.1916450612744,1509.6085317575412,0.5884593439276525,0.41154065607234747
1993,1993-94,1993-08-28,Southampton,Man United,1.0,3.0,1480.5563511628834,1528.6680708469762,1470.2143124279016,1539.010109581958,0.5171019367490851,0.4828980632509149
1993,1993-94,1993-08-29,Newcastle,Blackburn,1.0,1.0,1492.9659481958709,1518.659307466808,1491.9817203881923,1519.6435352744866,0.5492113903839284,0.4507886096160716
1993,1993-94,1993-08-30,Leeds,Oldham,1.0,0.0,1482.2573969305822,1489.293542813276,1490.7446744222727,1480.8062653215854,0.5756361254154737,0.4243638745845263
1993,1993-94,1993-08-31,Everton,Aston Villa,0.0,1.0,1509.6085317575412,1508.5480145930069,1497.8689421253741,1520.287604225174,0.5869794816083562,0.4130205183916438
1993,1993-94,1993-08-31,Ipswich,Newcastle,1.0,1.0,1519.392730867807,1491.9817203881923,1516.9286121780794,1494.4458390779198,0.6232059344863757,0.37679406551362427
1993,1993-94,1993-08-31,Wimbledon,Southampton,1.0,0.0,1500.4097781313424,1470.2143124279016,1507.8705325399321,1462.7535580193119,0.6269622795705135,0.37303772042948646
1993,1993-94,1993-09-01,Swindon,Man City,1.0,3.0,1464.4409777818676,1470.942089896749,1452.913211671666,1482.4698560069505,0.5763883055100762,0.42361169448992375
1993,1993-94,1993-09-01,QPR,Sheffield United,2.0,1.0,1492.330147373678,1499.8373657819166,1500.830675867813,1491.3368372877817,0.5749735752932562,0.4250264247067438
1993,1993-94,1993-09-01,Coventry,Liverpool,1.0,0.0,1517.9850995689349,1525.3017776079187,1526.4802676191437,1516.8066095577099,0.5752415974895579,0.42475840251044206
1993,1993-94,1993-09-01,Blackburn,Arsenal,1.0,1.0,1519.6435352744866,1528.1916450612744,1518.1733624965118,1529.6618178392491,0.5735086388987415,0.4264913611012585
1993,1993-94,1993-09-01,Man United,West Ham,3.0,0.0,1539.010109581958,1479.3063995760972,1545.6949095901355,1472.6215995679197,0.6657599995911279,0.33424000040887214
1993,1993-94,1993-09-01,Tottenham,Chelsea,1.0,1.0,1510.8764434397754,1489.309938930076,1508.570971776811,1491.6154105930405,0.6152735831482253,0.38472641685177467
1993,1993-94,1993-09-01,Sheffield Weds,Norwich,3.0,3.0,1473.1494536534228,1517.9689885621956,1472.7128025759034,1518.405639639715,0.5218325538759714,0.4781674461240286
1993,1993-94,1993-09-11,Chelsea,Man United,1.0,0.0,1491.6154105930405,1545.6949095901355,1501.4450213684195,1535.8652988147564,0.5085194612310514,0.4914805387689486
1993,1993-94,1993-09-11,Arsenal,Ipswich,4.0,0.0,1529.6618178392491,1516.9286121780794,1537.5984423278398,1508.9919876894887,0.6031687755704679,0.3968312244295321
1993,1993-94,1993-09-11,Aston Villa,Coventry,0.0,0.0,1520.287604225174,1526.4802676191437,1518.7511686408698,1528.0167032034478,0.5768217792152077,0.4231782207847923
1993,1993-94,1993-09-11,Man City,QPR,3.0,0.0,1482.4698560069505,1500.830675867813,1491.2770893111854,1492.023442563578,0.5596383347882579,0.44036166521174214
1993,1993-94,1993-09-11,Norwich,Wimbledon,0.0,1.0,1518.405639639715,1507.8705325399321,1506.4029152796556,1519.8732568999915,0.6001362180029699,0.3998637819970301
1993,1993-94,1993-09-11,Sheffield United,Tottenham,2.0,2.0,1491.3368372877817,1508.570971776811,1490.1121158116862,1509.7956932529064,0.5612360738047758,0.4387639261952242
1993,1993-94,1993-09-11,Southampton,Leeds,0.0,2.0,1462.7535580193119,1490.7446744222727,1451.8348660306451,1501.6633664109395,0.5459345994333421,0.4540654005666579
1993,1993-94,1993-09-11,Oldham,Everton,0.0,1.0,1480.8062653215854,1497.8689421253741,1469.576683212187,1509.0985242347726,0.561479105469929,0.43852089453007104
1993,1993-94,1993-09-11,West Ham,Swindon,0.0,0.0,1472.6215995679197,1452.913211671666,1470.366828213262,1455.1679830263238,0.6127385677328916,0.3872614322671084
1993,1993-94,1993-09-12,Liverpool,Blackburn,0.0,1.0,1516.8066095577099,1518.1733624965118,1505.1348495482162,1529.8451225060055,0.5835880004746801,0.41641199952531993
1993,1993-94,1993-09-13,Newcastle,Sheffield Weds,4.0,2.0,1494.4458390779198,1472.7128025759034,1502.135829507601,1465.0228121462221,0.6155004785159377,0.3844995214840623
1993,1993-94,1993-09-18,Ipswich,Aston Villa,1.0,2.0,1508.9919876894887,1518.7511686408698,1497.5559362781496,1530.1872200522089,0.5718025705669504,0.4281974294330496
1993,1993-94,1993-09-18,Blackburn,West Ham,0.0,2.0,1529.8451225060055,1470.366828213262,1516.535698676142,1483.6762520431255,0.6654711914931761,0.33452880850682387
1993,1993-94,1993-09-18,Coventry,Chelsea,1.0,1.0,1528.0167032034478,1501.4450213684195,1525.5752889712348,1503.8864356006325,0.6220707116106456,0.37792928838935436
1993,1993-94,1993-09-18,Everton,Liverpool,2.0,0.0,1509.0985242347726,1505.1348495482162,1517.2780231647012,1496.9553506182876,0.5910250535035738,0.4089749464964262
1993,1993-94,1993-09-18,Leeds,Sheffield United,2.0,1.0,1501.6633664109395,1490.1121158116862,1509.632584671947,1482.1428975506788,0.6015390869496279,0.3984609130503721
1993,1993-94,1993-09-18,Sheffield Weds,Southampton,2.0,0.0,1465.0228121462221,1451.8348660306451,1472.9469087874595,1443.9107693894077,0.6037951679381295,0.3962048320618705
1993,1993-94,1993-09-18,Swindon,Newcastle,2.0,2.0,1455.1679830263238,1502.135829507601,1454.793063312728,1502.5107492211969,0.5187459856797849,0.4812540143202151
1993,1993-94,1993-09-18,Tottenham,Oldham,5.0,0.0,1509.7956932529064,1469.576683212187,1516.9885853299913,1462.383791135102,0.6403553961457586,0.35964460385424135
1993,1993-94,1993-09-18,QPR,Norwich,2.0,2.0,1492.023442563578,1506.4029152796556,1490.7178729014192,1507.7084849418145,0.565278483107941,0.43472151689205896
1993,1993-94,1993-09-19,Man United,Arsenal,1.0,0.0,1535.8652988147564,1537.5984423278398,1544.203791451802,1529.2599496907942,0.5830753681477157,0.41692463185228434
1993,1993-94,1993-09-20,Wimbledon,Man City,1.0,0.0,1519.8732568999915,1491.2770893111854,1527.377124893076,1483.773221318101,0.6248066003457786,0.3751933996542214
1993,1993-94,1993-09-25,Chelsea,Liverpool,1.0,0.0,1503.8864356006325,1496.9553506182876,1511.9834864410461,1488.858299777874,0.5951474579793169,0.4048525420206831
1993,1993-94,1993-09-25,Arsenal,Southampton,1.0,0.0,1529.2599496907942,1443.9107693894077,1535.3045668951747,1437.8661521850272,0.6977691397809784,0.30223086021902157
1993,1993-94,1993-09-25,Blackburn,Sheffield Weds,1.0,1.0,1516.535698676142,1472.9469087874595,1513.6394887531474,1475.843118710454,0.6448104961497243,0.3551895038502757
1993,1993-94,1993-09-25,Oldham,Aston Villa,1.0,1.0,1462.383791135102,1530.1872200522089,1462.6083541144733,1529.9626570728376,0.4887718510314345,0.5112281489685655
1993,1993-94,1993-09-25,Coventry,Leeds,0.0,2.0,1525.5752889712348,1509.632584671947,1513.4236403889831,1521.7842332541986,0.6075824291125816,0.39241757088741835
1993,1993-94,1993-09-25,Newcastle,West Ham,2.0,0.0,1502.5107492211969,1483.6762520431255,1510.2798652037568,1475.9071360605656,0.6115442008720007,0.3884557991279993
1993,1993-94,1993-09-25,Sheffield United,Man City,0.0,1.0,1482.1428975506788,1483.773221318101,1470.4785126362526,1495.437606232527,0.5832192457213096,0.41678075427869044
1993,1993-94,1993-09-25,Everton,Norwich,1.0,5.0,1517.2780231647012,1507.7084849418145,1505.3019902153392,1519.6845178911765,0.5988016474680946,0.4011983525319054
1993,1993-94,1993-09-25,Man United,Swindon,4.0,2.0,1544.203791451802,1454.793063312728,1550.1502554148724,1448.8465993496577,0.7026768018464882,0.2973231981535118
1993,1993-94,1993-09-26,Ipswich,Tottenham,2.0,2.0,1497.5559362781496,1516.9885853299913,1496.393591507378,1518.150930100763,0.5581172385385742,0.4418827614614258
1993,1993-94,1993-09-27,Wimbledon,QPR,1.0,1.0,1527.377124893076,1490.7178729014192,1524.6646704169275,1493.4303273775677,0.6356227238074198,0.3643772761925802
1993,1993-94,1993-10-02,Aston Villa,Newcastle,0.0,2.0,1529.9626570728376,1510.2798652037568,1517.7085849882392,1522.5339372883552,0.6127036042299256,0.38729639577007435
1993,1993-94,1993-10-02,Leeds,Wimbledon,4.0,0.0,1521.7842332541986,1524.6646704169275,1530.1548535662125,1516.2940501049136,0.5814689843993021,0.41853101560069794
1993,1993-94,1993-10-02,Liverpool,Arsenal,0.0,0.0,1488.858299777874,1535.3045668951747,1488.468389760352,1535.6944769126967,0.5194955008761035,0.4805044991238965
1993,1993-94,1993-10-02,Norwich,Coventry,1.0,0.0,1519.6845178911765,1513.4236403889831,1527.8001671206678,1505.3079911594918,0.5942175385254337,0.4057824614745663
1993,1993-94,1993-10-02,QPR,Ipswich,3.0,0.0,1493.4303273775677,1496.393591507378,1501.8032684404159,1488.0206504445298,0.5813529468575911,0.4186470531424089
1993,1993-94,1993-10-02,Sheffield Weds,Man United,2.0,3.0,1475.843118710454,1550.1502554148724,1466.2546786014193,1559.7386955239072,0.47942200545173336,0.5205779945482667
1993,1993-94,1993-10-02,Southampton,Sheffield United,3.0,3.0,1437.8661521850272,1470.4785126362526,1437.0795012548595,1471.2651635664204,0.5393325465083864,0.46066745349161364
1993,1993-94,1993-10-02,Swindon,Blackburn,1.0,3.0,1448.8465993496577,1513.6394887531474,1438.984541045678,1523.501547057127,0.4931029151989864,0.5068970848010136
1993,1993-94,1993-10-02,West Ham,Chelsea,1.0,0.0,1475.9071360605656,1511.9834864410461,1485.2196442869856,1502.670978214626,0.5343745886789923,0.46562541132100765
1993,1993-94,1993-10-03,Tottenham,Everton,3.0,2.0,1518.150930100763,1505.3019902153392,1526.0843655320666,1497.3685547840355,0.6033282284348166,0.3966717715651834
1993,1993-94,1993-10-04,Man City,Oldham,1.0,1.0,1495.437606232527,1462.6083541144733,1492.8275796027751,1465.2183807442252,0.6305013314875999,0.3694986685124001
1993,1993-94,1993-10-16,Liverpool,Oldham,2.0,1.0,1488.468389760352,1465.2183807442252,1496.117089984978,1457.5696805195992,0.6175649887686921,0.38243501123130785
1993,1993-94,1993-10-16,Arsenal,Man City,0.0,0.0,1535.6944769126967,1492.8275796027751,1532.817313319029,1495.704743196443,0.6438581796833921,0.3561418203166079
1993,1993-94,1993-10-16,Coventry,Southampton,1.0,1.0,1505.3079911594918,1437.0795012548595,1501.7762002839147,1440.6112921304366,0.676589543778853,0.32341045622114695
1993,1993-94,1993-10-16,Sheffield Weds,Wimbledon,2.0,2.0,1466.2546786014193,1516.2940501049136,1465.9680671864978,1516.580661519835,0.5143305707460721,0.48566942925392786
1993,1993-94,1993-10-16,Chelsea,Norwich,1.0,2.0,1502.670978214626,1527.8001671206678,1491.670672161766,1538.8004731735277,0.5500153026429955,0.4499846973570045
1993,1993-94,1993-10-16,Newcastle,QPR,1.0,2.0,1522.5339372883552,1501.8032684404159,1510.2512568137042,1514.0859489150669,0.6141340237325446,0.38586597626745545
1993,1993-94,1993-10-16,Swindon,Everton,1.0,1.0,1438.984541045678,1497.3685547840355,1438.938029557623,1497.4150662720906,0.50232557440276,0.49767442559723996
1993,1993-94,1993-10-16,West Ham,Aston Villa,0.0,0.0,1485.2196442869856,1517.7085849882392,1484.4294631320286,1518.4987661431962,0.5395090577478514,0.4604909422521486
1993,1993-94,1993-10-16,Man United,Tottenham,2.0,1.0,1559.7386955239072,1526.0843655320666,1567.1065527402925,1518.7165083156813,0.6316071391807276,0.36839286081927236
1993,1993-94,1993-10-17,Ipswich,Leeds,0.0,0.0,1488.0206504445298,1530.1548535662125,1487.506884230651,1530.6686197800914,0.5256883106939461,0.47431168930605394
1993,1993-94,1993-10-18,Blackburn,Sheffield United,0.0,0.0,1523.501547057127,1471.2651635664204,1520.3789953508979,1474.3877152726495,0.6561275853114596,0.34387241468854035
1993,1993-94,1993-10-23,Man City,Liverpool,1.0,1.0,1495.704743196443,1496.117089984978,1494.0062932207784,1497.8155399606426,0.5849224987832277,0.41507750121677234
1993,1993-94,1993-10-23,Aston Villa,Chelsea,1.0,0.0,1518.4987661431962,1491.670672161766,1526.0504129208746,1484.1190253840878,0.6224176611160865,0.37758233888391346
1993,1993-94,1993-10-23,Leeds,Blackburn,3.0,3.0,1530.6686197800914,1520.3789953508979,1528.6726785451056,1522.3749365858837,0.5997970617492944,0.40020293825070563
1993,1993-94,1993-10-23,QPR,Coventry,5.0,1.0,1514.0859489150669,1501.7762002839147,1522.0342454968377,1493.8279037021439,0.6025851709114607,0.3974148290885393
1993,1993-94,1993-10-23,Everton,Man United,0.0,1.0,1497.4150662720906,1567.1065527402925,1487.6939373499004,1576.8276816624827,0.48605644610951315,0.5139435538904868
1993,1993-94,1993-10-23,Oldham,Arsenal,0.0,0.0,1457.5696805195992,1532.817313319029,1458.008261136852,1532.378732701776,0.4780709691373583,0.5219290308626416
1993,1993-94,1993-10-23,Sheffield United,Sheffield Weds,1.0,1.0,1474.3877152726495,1465.9680671864978,1472.443507198037,1467.9122752611104,0.5972104037306302,0.40278959626936983
1993,1993-94,1993-10-23,Tottenham,Swindon,1.0,1.0,1518.7165083156813,1438.938029557623,1514.897229790177,1442.757308083127,0.6909639262752035,0.30903607372479647
1993,1993-94,1993-10-23,Norwich,West Ham,0.0,0.0,1538.8004731735277,1484.4294631320286,1535.6225793979581,1487.6073569075982,0.6588946887784803,0.34110531122151966
1993,1993-94,1993-10-24,Southampton,Newcastle,2.0,1.0,1440.6112921304366,1510.2512568137042,1450.8886814392054,1499.9738675049355,0.4861305345615668,0.5138694654384333
1993,1993-94,1993-10-25,Wimbledon,Ipswich,0.0,2.0,1516.580661519835,1487.506884230651,1504.0716437433643,1500.0159020071217,0.6254508888235325,0.3745491111764675
1993,1993-94,1993-10-30,Newcastle,Wimbledon,4.0,0.0,1499.9738675049355,1504.0716437433643,1508.3786147836356,1495.6668964646642,0.5797626360649925,0.42023736393500755
1993,1993-94,1993-10-30,Sheffield Weds,Leeds,3.0,3.0,1467.9122752611104,1528.6726785451056,1467.934161391995,1528.6507924142209,0.4989056934557634,0.5010943065442366
1993,1993-94,1993-10-30,Arsenal,Norwich,0.0,0.0,1532.378732701776,1535.6225793979581,1530.7595368187995,1537.2417752809347,0.5809597941488228,0.4190402058511772
1993,1993-94,1993-10-30,Blackburn,Tottenham,1.0,0.0,1522.3749365858837,1514.897229790177,1530.4568286640279,1506.815337712033,0.5959053960927961,0.40409460390720386
1993,1993-94,1993-10-30,Chelsea,Oldham,0.0,1.0,1484.1190253840878,1458.008261136852,1471.6900907243262,1470.4371957966137,0.621446732988079,0.37855326701192105
1993,1993-94,1993-10-30,Ipswich,Everton,0.0,2.0,1500.0159020071217,1487.6939373499004,1487.9638617866156,1499.7459775704065,0.6026020110253089,0.39739798897469114
1993,1993-94,1993-10-30,Liverpool,Southampton,4.0,2.0,1497.8155399606426,1450.8886814392054,1504.831558630554,1443.872662769294,0.6491990665044359,0.35080093349556407
1993,1993-94,1993-10-30,Man United,QPR,2.0,1.0,1576.8276816624827,1522.0342454968377,1583.6388615908204,1515.2230655685,0.6594410035831224,0.3405589964168776
1993,1993-94,1993-10-30,Swindon,Aston Villa,1.0,2.0,1442.757308083127,1526.0504129208746,1433.4267348630342,1535.3809861409675,0.4665286610046438,0.5334713389953563
1993,1993-94,1993-10-31,Coventry,Sheffield United,0.0,0.0,1493.8279037021439,1472.443507198037,1491.5273955326152,1474.7440153675657,0.6150254084764402,0.38497459152355984
1993,1993-94,1993-11-01,West Ham,Man City,3.0,1.0,1487.6073569075982,1494.0062932207784,1496.0767187121633,1485.5369314162133,0.5765319097717434,0.4234680902282566
1993,1993-94,1993-11-06,Leeds,Chelsea,4.0,1.0,1528.6507924142209,1471.6900907243262,1535.4060484388176,1464.9348346997294,0.6622371987701592,0.3377628012298408
1993,1993-94,1993-11-06,Coventry,Everton,2.0,1.0,1491.5273955326152,1499.7459775704065,1500.047944480426,1491.2254286225957,0.5739725526094657,0.42602744739053433
1993,1993-94,1993-11-06,Ipswich,Sheffield Weds,1.0,4.0,1487.9638617866156,1467.934161391995,1475.7003143210832,1480.1977088575275,0.6131773732766183,0.38682262672338175
1993,1993-94,1993-11-06,Southampton,Tottenham,1.0,0.0,1443.872662769294,1506.815337712033,1453.9573577372917,1496.7306427440353,0.49576525160012297,0.504234748399877
1993,1993-94,1993-11-06,Arsenal,Aston Villa,1.0,2.0,1530.7595368187995,1535.3809861409675,1519.1789765717822,1546.9615463879848,0.5790280123508615,0.42097198764913846
1993,1993-94,1993-11-06,QPR,Blackburn,1.0,0.0,1515.2230655685,1530.4568286640279,1523.9416729594018,1521.738221273126,0.5640696304549172,0.4359303695450828
1993,1993-94,1993-11-06,Sheffield United,Norwich,1.0,2.0,1474.7440153675657,1537.2417752809347,1464.8159054383373,1547.169885210163,0.4964054964614175,0.5035945035385825
1993,1993-94,1993-11-06,Wimbledon,Swindon,3.0,0.0,1495.6668964646642,1433.4267348630342,1502.2868732139373,1426.8067581137611,0.6690011625363523,0.33099883746364767
1993,1993-94,1993-11-06,Liverpool,West Ham,2.0,0.0,1504.831558630554,1496.0767187121633,1512.8780693770761,1488.030207965641,0.5976744626738826,0.4023255373261174
1993,1993-94,1993-11-07,Man City,Man United,2.0,3.0,1485.5369314162133,1583.6388615908204,1476.629217773021,1592.5465752340126,0.4453856821596149,0.5546143178403851
1993,1993-94,1993-11-08,Oldham,Newcastle,1.0,3.0,1470.4371957966137,1508.3786147836356,1459.803150503361,1519.0126600768883,0.5317022646626384,0.46829773533736163
1993,1993-94,1993-11-20,Everton,QPR,0.0,3.0,1491.2254286225957,1523.9416729594018,1480.4417492779899,1534.7253523040076,0.5391839672302959,0.46081603276970406
1993,1993-94,1993-11-20,Man United,Wimbledon,3.0,1.0,1592.5465752340126,1502.2868732139373,1598.4726390351411,1496.3608094128087,0.703696809943577,0.296303190056423
1993,1993-94,1993-11-20,Blackburn,Southampton,2.0,0.0,1521.738221273126,1453.9573577372917,1528.2177121902073,1447.4778668202105,0.6760254541459445,0.3239745458540555
1993,1993-94,1993-11-20,Chelsea,Arsenal,0.0,2.0,1464.9348346997294,1519.1789765717822,1454.769182940083,1529.3446283314286,0.5082825879823233,0.4917174120176767
1993,1993-94,1993-11-20,Aston Villa,Sheffield United,1.0,0.0,1546.9615463879848,1464.8159054383373,1553.0842257889005,1458.6932260374215,0.6938660299542075,0.30613397004579246
